county,candidate,votes
Ford,Jo Jorgensen,1
Ford,Joseph R. Biden,54
Ford,Donald J. Trump,180
Ford,Jo Jorgensen,3
Ford,Joseph R. Biden,5
Ford,Donald J. Trump,39
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,81
Ford,Donald J. Trump,159
Ford,Jo Jorgensen,2
Ford,Joseph R. Biden,4
Ford,Donald J. Trump,4
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,25
Ford,Donald J. Trump,152
Ford,Jo Jorgensen,2
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,2
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,11
Ford,Donald J. Trump,40
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,2
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,9
Ford,Donald J. Trump,11
Ford,Jo Jorgensen,1
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,258
Ford,Donald J. Trump,189
Ford,Jo Jorgensen,18
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Ford,Joseph R. Biden,485
Ford,Donald J. Trump,911
Ford,Jo Jorgensen,29
Ford,Joseph R. Biden,51
Ford,Donald J. Trump,121
Ford,Jo Jorgensen,1
Ford,Joseph R. Biden,0
Ford,Donald J. Trump,0
Ford,Jo Jorgensen,0
Franklin,Joseph R. Biden,39
Franklin,Donald J. Trump,119
Franklin,Jo Jorgensen,4
Franklin,Joseph R. Biden,71
Franklin,Donald J. Trump,182
Franklin,Jo Jorgensen,9
Franklin,Joseph R. Biden,56
Franklin,Donald J. Trump,209
Franklin,Jo Jorgensen,4
Franklin,Joseph R. Biden,92
Franklin,Donald J. Trump,340
Franklin,Jo Jorgensen,4
Franklin,Joseph R. Biden,433
Franklin,Donald J. Trump,1093
Franklin,Jo Jorgensen,37
Franklin,Joseph R. Biden,54
Franklin,Donald J. Trump,194
Franklin,Jo Jorgensen,2
Franklin,Joseph R. Biden,61
Franklin,Donald J. Trump,231
Franklin,Jo Jorgensen,3
Franklin,Joseph R. Biden,81
Franklin,Donald J. Trump,191
Franklin,Jo Jorgensen,4
Franklin,Joseph R. Biden,85
Franklin,Donald J. Trump,233
Franklin,Jo Jorgensen,10
Franklin,Joseph R. Biden,151
Franklin,Donald J. Trump,425
Franklin,Jo Jorgensen,13
Franklin,Joseph R. Biden,94
Franklin,Donald J. Trump,313
Franklin,Jo Jorgensen,12
Franklin,Joseph R. Biden,111
Franklin,Donald J. Trump,357
Franklin,Jo Jorgensen,10
Franklin,Joseph R. Biden,161
Franklin,Donald J. Trump,294
Franklin,Jo Jorgensen,10
Franklin,Joseph R. Biden,0
Franklin,Donald J. Trump,0
Franklin,Jo Jorgensen,0
Franklin,Joseph R. Biden,0
Franklin,Donald J. Trump,0
Franklin,Jo Jorgensen,0
Franklin,Joseph R. Biden,189
Franklin,Donald J. Trump,386
Franklin,Jo Jorgensen,11
Franklin,Joseph R. Biden,125
Franklin,Donald J. Trump,212
Franklin,Jo Jorgensen,7
Franklin,Joseph R. Biden,159
Franklin,Donald J. Trump,233
Franklin,Jo Jorgensen,11
Franklin,Joseph R. Biden,391
Franklin,Donald J. Trump,574
Franklin,Jo Jorgensen,32
Franklin,Joseph R. Biden,450
Franklin,Donald J. Trump,774
Franklin,Jo Jorgensen,38
Franklin,Joseph R. Biden,84
Franklin,Donald J. Trump,310
Franklin,Jo Jorgensen,10
Franklin,Joseph R. Biden,113
Franklin,Donald J. Trump,364
Franklin,Jo Jorgensen,16
Franklin,Joseph R. Biden,73
Franklin,Donald J. Trump,247
Franklin,Jo Jorgensen,8
Franklin,Joseph R. Biden,92
Franklin,Donald J. Trump,296
Franklin,Jo Jorgensen,7
Franklin,Joseph R. Biden,78
Franklin,Donald J. Trump,222
Franklin,Jo Jorgensen,8
Franklin,Joseph R. Biden,447
Franklin,Donald J. Trump,680
Franklin,Jo Jorgensen,38
Franklin,Joseph R. Biden,
Franklin,Donald J. Trump,
Franklin,Jo Jorgensen,
Geary,Joseph R. Biden,9
Geary,Donald J. Trump,65
Geary,Jo Jorgensen,2
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,26
Geary,Donald J. Trump,73
Geary,Jo Jorgensen,7
Geary,Joseph R. Biden,14
Geary,Donald J. Trump,38
Geary,Jo Jorgensen,2
Geary,Joseph R. Biden,50
Geary,Donald J. Trump,202
Geary,Jo Jorgensen,6
Geary,Joseph R. Biden,116
Geary,Donald J. Trump,110
Geary,Jo Jorgensen,7
Geary,Joseph R. Biden,101
Geary,Donald J. Trump,120
Geary,Jo Jorgensen,8
Geary,Joseph R. Biden,137
Geary,Donald J. Trump,210
Geary,Jo Jorgensen,14
Geary,Joseph R. Biden,259
Geary,Donald J. Trump,297
Geary,Jo Jorgensen,17
Geary,Joseph R. Biden,266
Geary,Donald J. Trump,258
Geary,Jo Jorgensen,12
Geary,Joseph R. Biden,59
Geary,Donald J. Trump,43
Geary,Jo Jorgensen,1
Geary,Joseph R. Biden,170
Geary,Donald J. Trump,151
Geary,Jo Jorgensen,6
Geary,Joseph R. Biden,41
Geary,Donald J. Trump,42
Geary,Jo Jorgensen,1
Geary,Joseph R. Biden,88
Geary,Donald J. Trump,86
Geary,Jo Jorgensen,7
Geary,Joseph R. Biden,165
Geary,Donald J. Trump,206
Geary,Jo Jorgensen,5
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,281
Geary,Donald J. Trump,196
Geary,Jo Jorgensen,8
Geary,Joseph R. Biden,31
Geary,Donald J. Trump,87
Geary,Jo Jorgensen,4
Geary,Joseph R. Biden,27
Geary,Donald J. Trump,131
Geary,Jo Jorgensen,4
Geary,Joseph R. Biden,167
Geary,Donald J. Trump,476
Geary,Jo Jorgensen,14
Geary,Joseph R. Biden,38
Geary,Donald J. Trump,53
Geary,Jo Jorgensen,3
Geary,Joseph R. Biden,162
Geary,Donald J. Trump,181
Geary,Jo Jorgensen,18
Geary,Joseph R. Biden,125
Geary,Donald J. Trump,211
Geary,Jo Jorgensen,17
Geary,Joseph R. Biden,143
Geary,Donald J. Trump,177
Geary,Jo Jorgensen,16
Geary,Joseph R. Biden,245
Geary,Donald J. Trump,248
Geary,Jo Jorgensen,17
Geary,Joseph R. Biden,25
Geary,Donald J. Trump,32
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,146
Geary,Donald J. Trump,182
Geary,Jo Jorgensen,5
Geary,Joseph R. Biden,108
Geary,Donald J. Trump,116
Geary,Jo Jorgensen,5
Geary,Joseph R. Biden,189
Geary,Donald J. Trump,226
Geary,Jo Jorgensen,22
Geary,Joseph R. Biden,53
Geary,Donald J. Trump,88
Geary,Jo Jorgensen,4
Geary,Joseph R. Biden,168
Geary,Donald J. Trump,170
Geary,Jo Jorgensen,14
Geary,Joseph R. Biden,50
Geary,Donald J. Trump,103
Geary,Jo Jorgensen,6
Geary,Joseph R. Biden,52
Geary,Donald J. Trump,124
Geary,Jo Jorgensen,4
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,8
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,27
Geary,Donald J. Trump,83
Geary,Jo Jorgensen,5
Geary,Joseph R. Biden,21
Geary,Donald J. Trump,61
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,34
Geary,Donald J. Trump,168
Geary,Jo Jorgensen,4
Geary,Joseph R. Biden,3
Geary,Donald J. Trump,24
Geary,Jo Jorgensen,1
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,0
Geary,Donald J. Trump,0
Geary,Jo Jorgensen,0
Geary,Joseph R. Biden,105
Geary,Donald J. Trump,90
Geary,Jo Jorgensen,8
Geary,Joseph R. Biden,69
Geary,Donald J. Trump,49
Geary,Jo Jorgensen,6
Geary,Joseph R. Biden,213
Geary,Donald J. Trump,138
Geary,Jo Jorgensen,17
Gove,Joseph R. Biden,88
Gove,Donald J. Trump,552
Gove,Jo Jorgensen,7
Gove,Joseph R. Biden,0
Gove,Donald J. Trump,28
Gove,Jo Jorgensen,0
Gove,Joseph R. Biden,11
Gove,Donald J. Trump,102
Gove,Jo Jorgensen,0
Gove,Joseph R. Biden,21
Gove,Donald J. Trump,203
Gove,Jo Jorgensen,4
Gove,Joseph R. Biden,26
Gove,Donald J. Trump,195
Gove,Jo Jorgensen,3
Gove,Joseph R. Biden,6
Gove,Donald J. Trump,66
Gove,Jo Jorgensen,0
Gove,Joseph R. Biden,2
Gove,Donald J. Trump,23
Gove,Jo Jorgensen,0
Gove,Joseph R. Biden,0
Gove,Donald J. Trump,6
Gove,Jo Jorgensen,0
Gove,Joseph R. Biden,12
Gove,Donald J. Trump,116
Gove,Jo Jorgensen,0
Graham,Joseph R. Biden,3
Graham,Donald J. Trump,17
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,0
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,2
Graham,Donald J. Trump,43
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,2
Graham,Donald J. Trump,44
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,5
Graham,Donald J. Trump,29
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,7
Graham,Donald J. Trump,32
Graham,Jo Jorgensen,3
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,18
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,7
Graham,Donald J. Trump,59
Graham,Jo Jorgensen,1
Graham,Joseph R. Biden,5
Graham,Donald J. Trump,33
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,0
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,13
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,13
Graham,Donald J. Trump,86
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,17
Graham,Donald J. Trump,101
Graham,Jo Jorgensen,1
Graham,Joseph R. Biden,19
Graham,Donald J. Trump,72
Graham,Jo Jorgensen,1
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,0
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,90
Graham,Donald J. Trump,333
Graham,Jo Jorgensen,13
Graham,Joseph R. Biden,
Graham,Donald J. Trump,
Graham,Jo Jorgensen,
Graham,Joseph R. Biden,31
Graham,Donald J. Trump,123
Graham,Jo Jorgensen,3
Graham,Joseph R. Biden,2
Graham,Donald J. Trump,1
Graham,Jo Jorgensen,1
Graham,Joseph R. Biden,5
Graham,Donald J. Trump,6
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,9
Graham,Donald J. Trump,4
Graham,Jo Jorgensen,1
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,6
Graham,Jo Jorgensen,2
Graham,Joseph R. Biden,0
Graham,Donald J. Trump,2
Graham,Jo Jorgensen,0
Graham,Joseph R. Biden,9
Graham,Donald J. Trump,34
Graham,Jo Jorgensen,2
Graham,Joseph R. Biden,2
Graham,Donald J. Trump,24
Graham,Jo Jorgensen,1
Grant,Joseph R. Biden,100
Grant,Donald J. Trump,258
Grant,Jo Jorgensen,6
Grant,Joseph R. Biden,148
Grant,Donald J. Trump,606
Grant,Jo Jorgensen,21
Grant,Joseph R. Biden,0
Grant,Donald J. Trump,0
Grant,Jo Jorgensen,0
Grant,Joseph R. Biden,188
Grant,Donald J. Trump,583
Grant,Jo Jorgensen,16
Grant,Joseph R. Biden,0
Grant,Donald J. Trump,0
Grant,Jo Jorgensen,0
Grant,Joseph R. Biden,82
Grant,Donald J. Trump,489
Grant,Jo Jorgensen,4
Gray,Joseph R. Biden,20
Gray,Donald J. Trump,136
Gray,Jo Jorgensen,2
Gray,Joseph R. Biden,27
Gray,Donald J. Trump,127
Gray,Jo Jorgensen,1
Gray,Joseph R. Biden,7
Gray,Donald J. Trump,49
Gray,Jo Jorgensen,0
Gray,Joseph R. Biden,33
Gray,Donald J. Trump,203
Gray,Jo Jorgensen,5
Gray,Joseph R. Biden,6
Gray,Donald J. Trump,108
Gray,Jo Jorgensen,0
Gray,Joseph R. Biden,66
Gray,Donald J. Trump,369
Gray,Jo Jorgensen,6
Gray,Joseph R. Biden,46
Gray,Donald J. Trump,242
Gray,Jo Jorgensen,7
Gray,Joseph R. Biden,136
Gray,Donald J. Trump,677
Gray,Jo Jorgensen,15
Greeley,Joseph R. Biden,57
Greeley,Donald J. Trump,329
Greeley,Jo Jorgensen,8
Greeley,Joseph R. Biden,15
Greeley,Donald J. Trump,189
Greeley,Jo Jorgensen,3
Greeley,Joseph R. Biden,6
Greeley,Donald J. Trump,31
Greeley,Jo Jorgensen,3
Greenwood,Joseph R. Biden,25
Greenwood,Donald J. Trump,113
Greenwood,Jo Jorgensen,2
Greenwood,Joseph R. Biden,43
Greenwood,Donald J. Trump,182
Greenwood,Jo Jorgensen,2
Greenwood,Joseph R. Biden,80
Greenwood,Donald J. Trump,319
Greenwood,Jo Jorgensen,6
Greenwood,Joseph R. Biden,52
Greenwood,Donald J. Trump,204
Greenwood,Jo Jorgensen,4
Greenwood,Joseph R. Biden,69
Greenwood,Donald J. Trump,243
Greenwood,Jo Jorgensen,8
Greenwood,Joseph R. Biden,25
Greenwood,Donald J. Trump,87
Greenwood,Jo Jorgensen,3
Greenwood,Joseph R. Biden,25
Greenwood,Donald J. Trump,199
Greenwood,Jo Jorgensen,6
Greenwood,Joseph R. Biden,7
Greenwood,Donald J. Trump,38
Greenwood,Jo Jorgensen,0
Greenwood,Joseph R. Biden,106
Greenwood,Donald J. Trump,361
Greenwood,Jo Jorgensen,15
Greenwood,Joseph R. Biden,21
Greenwood,Donald J. Trump,75
Greenwood,Jo Jorgensen,0
Greenwood,Joseph R. Biden,8
Greenwood,Donald J. Trump,37
Greenwood,Jo Jorgensen,0
Greenwood,Joseph R. Biden,5
Greenwood,Donald J. Trump,49
Greenwood,Jo Jorgensen,0
Greenwood,Joseph R. Biden,1
Greenwood,Donald J. Trump,14
Greenwood,Jo Jorgensen,2
Greenwood,Joseph R. Biden,41
Greenwood,Donald J. Trump,158
Greenwood,Jo Jorgensen,3
Greenwood,Joseph R. Biden,7
Greenwood,Donald J. Trump,72
Greenwood,Jo Jorgensen,6
Greenwood,Joseph R. Biden,14
Greenwood,Donald J. Trump,54
Greenwood,Jo Jorgensen,1
Greenwood,Joseph R. Biden,32
Greenwood,Donald J. Trump,189
Greenwood,Jo Jorgensen,6
Greenwood,Joseph R. Biden,8
Greenwood,Donald J. Trump,50
Greenwood,Jo Jorgensen,0
Greenwood,Joseph R. Biden,
Greenwood,Donald J. Trump,
Greenwood,Jo Jorgensen,
Greenwood,Joseph R. Biden,
Greenwood,Donald J. Trump,
Greenwood,Jo Jorgensen,
Greenwood,Joseph R. Biden,
Greenwood,Donald J. Trump,
Greenwood,Jo Jorgensen,
Hamilton,Joseph R. Biden,4
Hamilton,Donald J. Trump,15
Hamilton,Jo Jorgensen,0
Hamilton,Joseph R. Biden,8
Hamilton,Donald J. Trump,33
Hamilton,Jo Jorgensen,1
Hamilton,Joseph R. Biden,3
Hamilton,Donald J. Trump,32
Hamilton,Jo Jorgensen,3
Hamilton,Joseph R. Biden,5
Hamilton,Donald J. Trump,34
Hamilton,Jo Jorgensen,1
Hamilton,Joseph R. Biden,0
Hamilton,Donald J. Trump,16
Hamilton,Jo Jorgensen,1
Hamilton,Joseph R. Biden,2
Hamilton,Donald J. Trump,23
Hamilton,Jo Jorgensen,0
Hamilton,Joseph R. Biden,1
Hamilton,Donald J. Trump,12
Hamilton,Jo Jorgensen,0
Hamilton,Joseph R. Biden,29
Hamilton,Donald J. Trump,138
Hamilton,Jo Jorgensen,4
Hamilton,Joseph R. Biden,17
Hamilton,Donald J. Trump,81
Hamilton,Jo Jorgensen,4
Hamilton,Joseph R. Biden,31
Hamilton,Donald J. Trump,116
Hamilton,Jo Jorgensen,0
Hamilton,Joseph R. Biden,8
Hamilton,Donald J. Trump,47
Hamilton,Jo Jorgensen,3
Hamilton,Joseph R. Biden,33
Hamilton,Donald J. Trump,151
Hamilton,Jo Jorgensen,3
Harper,Joseph R. Biden,81
Harper,Donald J. Trump,396
Harper,Jo Jorgensen,11
Harper,Joseph R. Biden,46
Harper,Donald J. Trump,197
Harper,Jo Jorgensen,6
Harper,Joseph R. Biden,10
Harper,Donald J. Trump,68
Harper,Jo Jorgensen,1
Harper,Joseph R. Biden,28
Harper,Donald J. Trump,120
Harper,Jo Jorgensen,6
Harper,Joseph R. Biden,54
Harper,Donald J. Trump,221
Harper,Jo Jorgensen,4
Harper,Joseph R. Biden,69
Harper,Donald J. Trump,205
Harper,Jo Jorgensen,11
Harper,Joseph R. Biden,59
Harper,Donald J. Trump,354
Harper,Jo Jorgensen,1
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,47
Harper,Jo Jorgensen,2
Harper,Joseph R. Biden,32
Harper,Donald J. Trump,74
Harper,Jo Jorgensen,1
Harper,Joseph R. Biden,12
Harper,Donald J. Trump,65
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,12
Harper,Donald J. Trump,78
Harper,Jo Jorgensen,1
Harper,Joseph R. Biden,26
Harper,Donald J. Trump,150
Harper,Jo Jorgensen,2
Harper,Joseph R. Biden,6
Harper,Donald J. Trump,59
Harper,Jo Jorgensen,1
Harper,Joseph R. Biden,18
Harper,Donald J. Trump,90
Harper,Jo Jorgensen,2
Harper,Joseph R. Biden,8
Harper,Donald J. Trump,44
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harper,Joseph R. Biden,0
Harper,Donald J. Trump,0
Harper,Jo Jorgensen,0
Harvey,Joseph R. Biden,36
Harvey,Donald J. Trump,112
Harvey,Jo Jorgensen,2
Harvey,Joseph R. Biden,24
Harvey,Donald J. Trump,78
Harvey,Jo Jorgensen,1
Harvey,Joseph R. Biden,67
Harvey,Donald J. Trump,218
Harvey,Jo Jorgensen,7
Harvey,Joseph R. Biden,50
Harvey,Donald J. Trump,120
Harvey,Jo Jorgensen,3
Harvey,Joseph R. Biden,110
Harvey,Donald J. Trump,264
Harvey,Jo Jorgensen,13
Harvey,Joseph R. Biden,180
Harvey,Donald J. Trump,357
Harvey,Jo Jorgensen,22
Harvey,Joseph R. Biden,50
Harvey,Donald J. Trump,118
Harvey,Jo Jorgensen,4
Harvey,Joseph R. Biden,471
Harvey,Donald J. Trump,548
Harvey,Jo Jorgensen,15
Harvey,Joseph R. Biden,327
Harvey,Donald J. Trump,616
Harvey,Jo Jorgensen,23
Harvey,Joseph R. Biden,101
Harvey,Donald J. Trump,122
Harvey,Jo Jorgensen,5
Harvey,Joseph R. Biden,18
Harvey,Donald J. Trump,81
Harvey,Jo Jorgensen,1
Harvey,Joseph R. Biden,28
Harvey,Donald J. Trump,112
Harvey,Jo Jorgensen,2
Harvey,Joseph R. Biden,64
Harvey,Donald J. Trump,197
Harvey,Jo Jorgensen,6
Harvey,Joseph R. Biden,245
Harvey,Donald J. Trump,267
Harvey,Jo Jorgensen,14
Harvey,Joseph R. Biden,198
Harvey,Donald J. Trump,240
Harvey,Jo Jorgensen,21
Harvey,Joseph R. Biden,124
Harvey,Donald J. Trump,153
Harvey,Jo Jorgensen,7
Harvey,Joseph R. Biden,232
Harvey,Donald J. Trump,216
Harvey,Jo Jorgensen,12
Harvey,Joseph R. Biden,481
Harvey,Donald J. Trump,632
Harvey,Jo Jorgensen,32
Harvey,Joseph R. Biden,201
Harvey,Donald J. Trump,225
Harvey,Jo Jorgensen,10
Harvey,Joseph R. Biden,304
Harvey,Donald J. Trump,392
Harvey,Jo Jorgensen,12
Harvey,Joseph R. Biden,262
Harvey,Donald J. Trump,335
Harvey,Jo Jorgensen,16
Harvey,Joseph R. Biden,276
Harvey,Donald J. Trump,326
Harvey,Jo Jorgensen,11
Harvey,Joseph R. Biden,460
Harvey,Donald J. Trump,527
