county,candidate,votes
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,251
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,3
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,45
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,447
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,13
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,97
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,441
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,12
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,100
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,272
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,10
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,75
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,209
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,13
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,131
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,392
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,19
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,133
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,315
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,19
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,143
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,389
Wabash,Howie Hawkins,1
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,12
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,162
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,580
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,14
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,232
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,460
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,15
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,156
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,463
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,8
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,160
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,440
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,9
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,88
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,571
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,21
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,122
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,474
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,10
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,103
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,660
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,13
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,128
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,339
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,6
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,94
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,0
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,519
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,11
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,120
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Wabash,Abram Loeb,0
Wabash,Brian Carroll,1
Wabash,Christopher Stried,0
Wabash,Deborah Rouse,0
Wabash,Donald J. Trump,561
Wabash,Howie Hawkins,0
Wabash,James L Johnson Jr.,0
Wabash,Jo Jorgensen,12
Wabash,Joe Schriner,0
Wabash,Joseph R. Biden,120
Wabash,Kasey Wells,0
Wabash,Mitchell Williams,0
Wabash,Randall F,0
Wabash,Shawn Howard,0
Wabash,Valerie Mccray,0
Warren,Abram Loeb,0
Warren,Brian Carroll,1
Warren,Christopher Stried,0
Warren,Deborah Rouse,0
Warren,Donald J. Trump,3401
Warren,Howie Hawkins,0
Warren,James L Johnson Jr.,0
Warren,Jo Jorgensen,96
Warren,Joe Schriner,0
Warren,Joseph R. Biden,974
Warren,Kasey Wells,0
Warren,Mitchell Williams,0
Warren,Randall F,0
Warren,Shawn Howard,0
Warren,Valerie Mccray,0
Warrick,Abram Loeb,0
Warrick,Brian Carroll,12
Warrick,Christopher Stried,0
Warrick,Deborah Rouse,0
Warrick,Donald J. Trump,21326
Warrick,Howie Hawkins,9
Warrick,James L Johnson Jr.,0
Warrick,Jo Jorgensen,557
Warrick,Joe Schriner,1
Warrick,Joseph R. Biden,11923
Warrick,Kasey Wells,0
Warrick,Mitchell Williams,0
Warrick,Randall F,0
Warrick,Shawn Howard,0
Warrick,Valerie Mccray,1
Washington,Abram Loeb,0
Washington,Brian Carroll,2
Washington,Christopher Stried,0
Washington,Deborah Rouse,0
Washington,Donald J. Trump,9114
Washington,Howie Hawkins,6
Washington,James L Johnson Jr.,0
Washington,Jo Jorgensen,233
Washington,Joe Schriner,0
Washington,Joseph R. Biden,2784
Washington,Kasey Wells,0
Washington,Mitchell Williams,0
Washington,Randall F,0
Washington,Shawn Howard,0
Washington,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,330
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,7
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,62
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,370
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,12
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,137
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,548
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,21
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,193
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,2
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,389
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,10
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,148
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,327
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,11
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,149
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,447
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,19
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,176
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,0
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,0
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,0
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,730
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,18
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,280
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,17
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,0
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,1
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,372
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,8
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,108
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,260
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,4
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,63
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,516
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,18
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,147
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,348
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,10
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,96
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,132
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,4
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,45
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,484
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,11
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,145
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,555
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,17
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,202
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,409
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,18
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,122
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,401
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,22
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,133
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,337
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,17
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,158
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,394
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,17
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,160
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,646
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,18
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,186
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,251
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,8
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,81
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,509
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,11
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,159
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,333
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,10
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,135
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,1
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,344
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,10
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,163
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,298
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,5
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,121
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,276
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,9
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,180
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,109
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,6
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,182
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,382
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,14
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,279
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,153
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,10
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,224
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,165
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,7
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,245
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,292
Wayne,Howie Hawkins,3
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,12
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,243
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,130
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,8
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,167
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,127
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,8
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,97
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,133
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,7
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,147
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,241
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,9
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,180
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,446
Wayne,Howie Hawkins,1
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,13
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,282
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,221
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,19
Wayne,Joe Schriner,0
Wayne,Joseph R. Biden,299
Wayne,Kasey Wells,0
Wayne,Mitchell Williams,0
Wayne,Randall F,0
Wayne,Shawn Howard,0
Wayne,Valerie Mccray,0
Wayne,Abram Loeb,0
Wayne,Brian Carroll,0
Wayne,Christopher Stried,0
Wayne,Deborah Rouse,0
Wayne,Donald J. Trump,220
Wayne,Howie Hawkins,0
Wayne,James L Johnson Jr.,0
Wayne,Jo Jorgensen,9
